Nom de la commune,Populationtotal,Population_string,Premier_chiffre
La Fontelaye,31,31,3
Fontenay,1260,1260,1
Forges-les-Eaux,3996,3996,3
Foucarmont,832,832,8
Foucart,364,364,3
Franqueville-Saint-Pierre,6311,6311,6
Fréauville,133,133,1
La Frénaye,2180,2180,2
Freneuse,945,945,9
Fresles,240,240,2
Fresnay-le-Long,336,336,3
Fresne-le-Plan,617,617,6
Fresnoy-Folny,706,706,7
Fresquiennes,1011,1011,1
Freulleville,369,369,3
Frichemesnil,423,423,4
Froberville,1264,1264,1
Fry,151,151,1
Fultot,220,220,2
La Gaillarde,394,394,3
Gaillefontaine,1234,1234,1
Gainneville,2613,2613,2
Gancourt-Saint-Étienne,235,235,2
Ganzeville,483,483,4
Gerponville,402,402,4
Gerville,428,428,4
Goderville,2891,2891,2
Gommerville,750,750,7
Gonfreville-Caillot,360,360,3
Gonfreville-l'Orcher,9115,9115,9
Gonnetot,199,199,1
Gonneville-la-Mallet,1356,1356,1
Gonneville-sur-Scie,469,469,4
Gonzeville,117,117,1
Goupillières,422,422,4
Gournay-en-Bray,6169,6169,6
Gouy,894,894,8
Graimbouville,624,624,6
Grainville-la-Teinturière,1099,1099,1
Grainville-sur-Ry,450,450,4
Grainville-Ymauville,451,451,4
Grand-Camp,734,734,7
Grand-Couronne,9842,9842,9
Le Grand-Quevilly,25945,25945,2
Grandcourt,346,346,3
Les Grandes-Ventes,1848,1848,1
Graval,157,157,1
Grèges,859,859,8
Grémonville,437,437,4
Greuville,384,384,3
Grigneuseville,374,374,3
Gruchet-le-Valasse,3198,3198,3
Gruchet-Saint-Siméon,700,700,7
Grugny,1018,1018,1
Grumesnil,443,443,4
Guerville,479,479,4
Gueures,555,555,5
Gueutteville,85,85,8
Gueutteville-les-Grès,381,381,3
La Hallotière,222,222,2
Le Hanouard,254,254,2
Harcanville,517,517,5
Harfleur,8514,8514,8
Hattenville,741,741,7
Haucourt,211,211,2
Haudricourt,427,427,4
Haussez,280,280,2
Hautot-l'Auvray,337,337,3
Hautot-le-Vatois,360,360,3
Hautot-Saint-Sulpice,686,686,6
Hautot-sur-Mer,1985,1985,1
Hautot-sur-Seine,420,420,4
Les Hauts-de-Caux,1418,1418,1
Le Havre,172067,172067,1
La Haye,382,382,3
Héberville,121,121,1
Hénouville,1316,1316,1
Héricourt-en-Caux,968,968,9
Hermanville,118,118,1
Hermeville,382,382,3
Le Héron,254,254,2
Héronchelles,141,141,1
Heugleville-sur-Scie,644,644,6
Heuqueville,726,726,7
Heurteauville,312,312,3
Hodeng-au-Bosc,583,583,5
Hodeng-Hodenger,282,282,2
Houdetot,180,180,1
Le Houlme,4079,4079,4
Houppeville,2830,2830,2
Houquetot,359,359,3
La Houssaye-Béranger,541,541,5
Hugleville-en-Caux,431,431,4
Les Ifs,75,75,7
Illois,410,410,4
Imbleville,313,313,3
Incheville,1261,1261,1
Ingouville,284,284,2
Isneauville,3222,3222,3
Jumièges,1752,1752,1
Lamberville,194,194,1
Lammerville,343,343,3
Landes-Vieilles-et-Neuves,138,138,1
Lanquetot,1160,1160,1
Lestanville,95,95,9
Lillebonne,9046,9046,9
Limésy,1565,1565,1
Limpiville,376,376,3
Lindebeuf,406,406,4
Lintot,452,452,4
Lintot-les-Bois,188,188,1
Les Loges,1179,1179,1
La Londe,2401,2401,2
Londinières,1276,1276,1
Longmesnil,52,52,5
Longroy,639,639,6
Longueil,572,572,5
Longuerue,330,330,3
Longueville-sur-Scie,1006,1006,1
Louvetot,744,744,7
Lucy,190,190,1
Luneray,2248,2248,2
Malaunay,6155,6155,6
Malleville-les-Grès,203,203,2
Manéglise,1282,1282,1
Manéhouville,227,227,2
Maniquerville,417,417,4
Manneville-ès-Plains,287,287,2
Manneville-la-Goupil,1035,1035,1
Mannevillette,880,880,8
Maromme,11045,11045,1
Marques,233,233,2
Martainville-Épreville,708,708,7
Martigny,449,449,4
Martin-Église,1638,1638,1
Massy,348,348,3
Mathonville,325,325,3
Maucomble,418,418,4
Maulévrier-Sainte-Gertrude,1007,1007,1
Mauny,178,178,1
Mauquenchy,357,357,3
Mélamare,902,902,9
Melleville,272,272,2
Ménerval,175,175,1
Ménonval,225,225,2
Mentheville,306,306,3
Mésangueville,165,165,1
Mesnières-en-Bray,1175,1175,1
Le Mesnil-Durdent,21,21,2
Le Mesnil-Esnard,8318,8318,8
Mesnil-Follemprise,132,132,1
Le Mesnil-Lieubray,102,102,1
Mesnil-Mauger,251,251,2
Mesnil-Panneville,726,726,7
Mesnil-Raoul,1031,1031,1
Le Mesnil-Réaume,809,809,8
Le Mesnil-sous-Jumièges,642,642,6
Meulers,568,568,5
Millebosc,252,252,2
Mirville,344,344,3
Molagnies,171,171,1
Monchaux-Soreng,669,669,6
Monchy-sur-Eu,596,596,5
Mont-Cauvaire,755,755,7
Mont-Saint-Aignan,19219,19219,1
Montérolier,603,603,6
Montigny,1257,1257,1
Montivilliers,15862,15862,1
Montmain,1337,1337,1
Montreuil-en-Caux,515,515,5
Montroty,299,299,2
Montville,4814,4814,4
Morgny-la-Pommeraye,1044,1044,1
Morienne,205,205,2
Mortemer,83,83,8
Morville-sur-Andelle,349,349,3
Motteville,802,802,8
Moulineaux,959,959,9
Muchedent,134,134,1
Nesle-Hodeng,354,354,3
Nesle-Normandeuse,554,554,5
Neuf-Marché,689,689,6
Neufbosc,408,408,4
Neufchâtel-en-Bray,4943,4943,4
La Neuville-Chant-d'Oisel,2273,2273,2
Neuville-Ferrières,584,584,5
Néville,1326,1326,1
Nointot,1379,1379,1
Nolléval,451,451,4
Normanville,694,694,6
Norville,1013,1013,1
Notre-Dame-d'Aliermont,773,773,7
Notre-Dame-de-Bliquetuit,766,766,7
Notre-Dame-de-Bondeville,7119,7119,7
Notre-Dame-du-Bec,459,459,4
Notre-Dame-du-Parc,173,173,1
Nullemont,136,136,1
Ocqueville,460,460,4
Octeville-sur-Mer,6036,6036,6
Offranville,3356,3356,3
Oherville,230,230,2
Oissel,11981,11981,1
Omonville,317,317,3
Orival,917,917,9
Osmoy-Saint-Valery,330,330,3
Ouainville,543,543,5
Oudalle,451,451,4
Ourville-en-Caux,1159,1159,1
Ouville-l'Abbaye,679,679,6
Ouville-la-Rivière,512,512,5
Paluel,445,445,4
Parc-d'Anxtot,574,574,5
Pavilly,6364,6364,6
Petit-Caux,9755,9755,9
Petit-Couronne,8809,8809,8
Le Petit-Quevilly,22260,22260,2
Petiville,1155,1155,1
Pierrecourt,481,481,4
Pierrefiques,142,142,1
Pierreval,564,564,5
Pissy-Pôville,1283,1283,1
Pleine-Sève,135,135,1
Pommereux,97,97,9
Pommeréval,468,468,4
Ponts-et-Marais,812,812,8
Port-Jérôme-sur-Seine,10210,10210,1
La Poterie-Cap-d'Antifer,459,459,4
Préaux,1843,1843,1
Prétot-Vicquemare,227,227,2
Preuseville,138,138,1
Puisenval,25,25,2
Quevillon,612,612,6
Quévreville-la-Poterie,1005,1005,1
Quiberville,560,560,5
Quièvrecourt,456,456,4
Quincampoix,3078,3078,3
Raffetot,512,512,5
Rainfreville,72,72,7
Réalcamp,640,640,6
Rebets,148,148,1
La Remuée,1310,1310,1
Rétonval,199,199,1
Reuville,124,124,1
Ricarville-du-Val,173,173,1
Richemont,455,455,4
Rieux,644,644,6
Rives-en-Seine,4336,4336,4
Riville,305,305,3
Robertot,220,220,2
Rocquefort,323,323,3
Rocquemont,818,818,8
Rogerville,1432,1432,1
Rolleville,1213,1213,1
Roncherolles-en-Bray,487,487,4
Roncherolles-sur-le-Vivier,1134,1134,1
Ronchois,181,181,1
Rosay,272,272,2
Rouen,111760,111760,1
Roumare,1534,1534,1
Routes,280,280,2
Rouville,629,629,6
Rouvray-Catillon,234,234,2
Rouxmesnil-Bouteilles,1890,1890,1
Royville,290,290,2
La Rue-Saint-Pierre,795,795,7
Ry,720,720,7
Saâne-Saint-Just,162,162,1
Sahurs,1249,1249,1
Sainneville,857,857,8
Saint-Aignan-sur-Ry,350,350,3
Saint-André-sur-Cailly,872,872,8
Saint-Antoine-la-Forêt,1100,1100,1
Saint-Arnoult,1404,1404,1
Saint-Aubin-Celloville,1062,1062,1
Saint-Aubin-de-Crétot,530,530,5
Saint-Aubin-Épinay,1049,1049,1
Saint-Aubin-le-Cauf,871,871,8
Saint-Aubin-lès-Elbeuf,8393,8393,8
Saint-Aubin-Routot,1914,1914,1
Saint-Aubin-sur-Mer,173,173,1
Saint-Aubin-sur-Scie,1156,1156,1
Saint-Clair-sur-les-Monts,612,612,6
Saint-Crespin,299,299,2
Saint-Denis-d'Aclon,137,137,1
Saint-Denis-le-Thiboult,518,518,5
Saint-Denis-sur-Scie,678,678,6
Saint-Étienne-du-Rouvray,28921,28921,2
Saint-Eustache-la-Forêt,1162,1162,1
Saint-Georges-sur-Fontaine,929,929,9
Saint-Germain-d'Étables,264,264,2
Saint-Germain-des-Essourts,412,412,4
Saint-Germain-sous-Cailly,349,349,3
Saint-Germain-sur-Eaulne,212,212,2
Saint-Gilles-de-Crétot,445,445,4
Saint-Gilles-de-la-Neuville,651,651,6
Saint-Hellier,464,464,4
Saint-Honoré,211,211,2
Saint-Jacques-d'Aliermont,351,351,3
Saint-Jacques-sur-Darnétal,2877,2877,2
Saint-Jean-de-Folleville,847,847,8
Saint-Jean-de-la-Neuville,598,598,5
Saint-Jean-du-Cardonnay,1400,1400,1
Saint-Jouin-Bruneval,1907,1907,1
Saint-Laurent-de-Brèvedent,1504,1504,1
Saint-Laurent-en-Caux,781,781,7
Saint-Léger-aux-Bois,504,504,5
Saint-Léger-du-Bourg-Denis,3499,3499,3
Saint-Léonard,1756,1756,1
Saint-Lucien,248,248,2
Saint-Maclou-de-Folleville,644,644,6
Saint-Maclou-la-Brière,483,483,4
Saint-Mards,200,200,2
Saint-Martin-au-Bosc,256,256,2
Saint-Martin-aux-Arbres,333,333,3
Saint-Martin-aux-Buneaux,679,679,6
Saint-Martin-de-Boscherville,1553,1553,1
Saint Martin de l'If,1725,1725,1
Saint-Martin-du-Bec,633,633,6
Saint-Martin-du-Manoir,1545,1545,1
Saint-Martin-du-Vivier,1693,1693,1
Saint-Martin-l'Hortier,285,285,2
Saint-Martin-le-Gaillard,304,304,3
Saint-Martin-Osmonville,1193,1193,1
Saint-Maurice-d'Ételan,315,315,3
Saint-Michel-d'Halescourt,127,127,1
Saint-Nicolas-d'Aliermont,3764,3764,3
Saint-Nicolas-de-la-Haie,419,419,4
Saint-Nicolas-de-la-Taille,1590,1590,1
Saint-Ouen-du-Breuil,792,792,7
Saint-Ouen-le-Mauger,308,308,3
Saint-Ouen-sous-Bailly,226,226,2
Saint-Paër,1361,1361,1
Saint-Pierre-Bénouville,382,382,3
Saint-Pierre-de-Manneville,929,929,9
Saint-Pierre-de-Varengeville,2361,2361,2
Saint-Pierre-des-Jonquières,74,74,7
Saint-Pierre-en-Port,842,842,8
Saint-Pierre-en-Val,1120,1120,1
Saint-Pierre-le-Vieux,197,197,1
Saint-Pierre-le-Viger,260,260,2
Saint-Pierre-lès-Elbeuf,8279,8279,8
Saint-Rémy-Boscrocourt,819,819,8
Saint-Riquier-en-Rivière,153,153,1
Saint-Riquier-ès-Plains,606,606,6
Saint-Romain-de-Colbosc,4172,4172,4
Saint-Saëns,2414,2414,2
Saint-Saire,622,622,6
Saint-Sauveur-d'Émalleville,1240,1240,1
Saint-Sylvain,181,181,1
Saint-Vaast-d'Équiqueville,755,755,7
Saint-Vaast-Dieppedalle,371,371,3
Saint-Vaast-du-Val,479,479,4
Saint-Valery-en-Caux,4167,4167,4
Saint-Victor-l'Abbaye,779,779,7
Saint-Vigor-d'Ymonville,1157,1157,1
Saint-Vincent-Cramesnil,675,675,6
Sainte-Adresse,7649,7649,7
Sainte-Agathe-d'Aliermont,315,315,3
Sainte-Austreberthe,617,617,6
Sainte-Beuve-en-Rivière,188,188,1
Sainte-Colombe,219,219,2
Sainte-Croix-sur-Buchy,701,701,7
Sainte-Foy,605,605,6
Sainte-Geneviève,273,273,2
Sainte-Hélène-Bondeville,719,719,7
Sainte-Marguerite-sur-Duclair,2069,2069,2
Sainte-Marguerite-sur-Mer,488,488,4
Sainte-Marie-au-Bosc,379,379,3
Sainte-Marie-des-Champs,1595,1595,1
Sandouville,809,809,8
Sassetot-le-Malgardé,116,116,1
Sassetot-le-Mauconduit,1118,1118,1
Sasseville,278,278,2
Sauchay,420,420,4
Saumont-la-Poterie,414,414,4
Sauqueville,351,351,3
Saussay,383,383,3
Sausseuzemare-en-Caux,442,442,4
Senneville-sur-Fécamp,893,893,8
Sept-Meules,195,195,1
Serqueux,1012,1012,1
Servaville-Salmonville,1148,1148,1
Sierville,1050,1050,1
Sigy-en-Bray,527,527,5
Smermesnil,415,415,4
Sommery,817,817,8
Sommesnil,104,104,1
Sorquainville,189,189,1
Sotteville-lès-Rouen,29409,29409,2
Sotteville-sous-le-Val,795,795,7
Sotteville-sur-Mer,400,400,4
Tancarville,1304,1304,1
Terres-de-Caux,4252,4252,4
Thérouldeville,667,667,6
Theuville-aux-Maillots,560,560,5
Thiergeville,418,418,4
Thiétreville,409,409,4
Thil-Manneville,619,619,6
Le Thil-Riberpré,227,227,2
Thiouville,315,315,3
Le Tilleul,702,702,7
Tocqueville-en-Caux,124,124,1
Tocqueville-les-Murs,279,279,2
Torcy-le-Grand,797,797,7
Torcy-le-Petit,493,493,4
Le Torp-Mesnil,445,445,4
Tôtes,1590,1590,1
Touffreville-la-Corbeline,841,841,8
Touffreville-sur-Eu,213,213,2
Tourville-la-Rivière,2522,2522,2
Tourville-les-Ifs,620,620,6
Tourville-sur-Arques,1273,1273,1
Toussaint,728,728,7
Le Trait,4987,4987,4
Trémauville,108,108,1
Le Tréport,4964,4964,4
La Trinité-du-Mont,824,824,8
Les Trois-Pierres,765,765,7
Trouville,640,640,6
Turretot,1493,1493,1
Val-de-la-Haye,714,714,7
Val-de-Saâne,1523,1523,1
Val-de-Scie,2579,2579,2
Valliquerville,1452,1452,1
Valmont,859,859,8
Varengeville-sur-Mer,990,990,9
Varneville-Bretteville,333,333,3
Vassonville,460,460,4
Vatierville,135,135,1
Vattetot-sous-Beaumont,581,581,5
Vattetot-sur-Mer,325,325,3
Vatteville-la-Rue,1167,1167,1
La Vaupalière,1076,1076,1
Veauville-lès-Quelles,132,132,1
Vénestanville,207,207,2
Ventes-Saint-Rémy,230,230,2
Vergetot,454,454,4
Veules-les-Roses,615,615,6
Veulettes-sur-Mer,281,281,2
Vibeuf,628,628,6
Vieux-Manoir,752,752,7
Vieux-Rouen-sur-Bresle,571,571,5
La Vieux-Rue,581,581,5
Villainville,306,306,3
Villers-Écalles,1787,1787,1
Villers-sous-Foucarmont,195,195,1
Villy-sur-Yères,195,195,1
Vinnemerville,218,218,2
Virville,365,365,3
Vittefleur,662,662,6
Wanchy-Capval,358,358,3
Yainville,1063,1063,1
Yébleron,1302,1302,1
Yerville,2437,2437,2
Ymare,1176,1176,1
Yport,814,814,8
Ypreville-Biville,581,581,5
Yquebeuf,246,246,2
Yvecrique,651,651,6
Yvetot,12123,12123,1
Yville-sur-Seine,456,456,4
Achères-la-Forêt,1144,1144,1
Amillis,831,831,8
Amponville,366,366,3
Andrezel,288,288,2
Annet-sur-Marne,3322,3322,3
Arbonne-la-Forêt,1016,1016,1
Argentières,384,384,3
Armentières-en-Brie,1266,1266,1
Arville,125,125,1
Aubepierre-Ozouer-le-Repos,927,927,9
Aufferville,525,525,5
Augers-en-Brie,307,307,3
Aulnoy,364,364,3
Avon,14126,14126,1
Baby,97,97,9
Bagneaux-sur-Loing,1682,1682,1
Bailly-Romainvilliers,7582,7582,7
Balloy,330,330,3
Bannost-Villegagnon,669,669,6
Barbey,150,150,1
Barbizon,1167,1167,1
Barcy,311,311,3
Bassevelle,367,367,3
Bazoches-lès-Bray,869,869,8
Beauchery-Saint-Martin,383,383,3
Beaumont-du-Gâtinais,1195,1195,1
Beautheil-Saints,2049,2049,2
Beauvoir,208,208,2
Bellot,779,779,7
Bernay-Vilbert,834,834,8
Beton-Bazoches,922,922,9
Bezalles,249,249,2
Blandy,746,746,7
Blennes,565,565,5
Bois-le-Roi,6025,6025,6
Boisdon,143,143,1
Boissettes,406,406,4
Boissise-la-Bertrand,1161,1161,1
Boissise-le-Roi,3816,3816,3
Boissy-aux-Cailles,295,295,2
Boissy-le-Châtel,3204,3204,3
Boitron,377,377,3
Bombon,969,969,9
Bougligny,734,734,7
Boulancourt,358,358,3
Bouleurs,1662,1662,1
Bourron-Marlotte,2854,2854,2
Boutigny,876,876,8
Bransles,574,574,5
Bray-sur-Seine,2261,2261,2
Bréau,332,332,3
Brie-Comte-Robert,18133,18133,1
La Brosse-Montceaux,785,785,7
Brou-sur-Chantereine,4393,4393,4
Burcy,160,160,1
Bussières,527,527,5
Bussy-Saint-Georges,27714,27714,2
Bussy-Saint-Martin,691,691,6
Buthiers,746,746,7
Cannes-Écluse,2503,2503,2
Carnetin,463,463,4
La Celle-sur-Morin,1326,1326,1
Cély,1206,1206,1
Cerneux,331,331,3
Cesson,10558,10558,1
Cessoy-en-Montois,218,218,2
Chailly-en-Bière,2064,2064,2
Chailly-en-Brie,1497,1497,1
Chaintreaux,923,923,9
Chalautre-la-Grande,714,714,7
Chalautre-la-Petite,589,589,5
Chalifert,1281,1281,1
Chalmaison,805,805,8
Chambry,991,991,9
Chamigny,1410,1410,1
Champagne-sur-Seine,6367,6367,6
Champcenest,209,209,2
Champdeuil,734,734,7
Champeaux,835,835,8
Champs-sur-Marne,25195,25195,2
Changis-sur-Marne,1273,1273,1
Chanteloup-en-Brie,3979,3979,3
La Chapelle-Gauthier,1459,1459,1
La Chapelle-Iger,169,169,1
La Chapelle-la-Reine,2448,2448,2
La Chapelle-Moutils,446,446,4
La Chapelle-Rablais,952,952,9
La Chapelle-Saint-Sulpice,247,247,2
Les Chapelles-Bourbon,473,473,4
Charmentray,290,290,2
Charny,1328,1328,1
Chartrettes,2611,2611,2
Chartronges,298,298,2
Château-Landon,3013,3013,3
Châteaubleau,363,363,3
Le Châtelet-en-Brie,4541,4541,4
Châtenay-sur-Seine,1035,1035,1
Châtenoy,170,170,1
Châtillon-la-Borde,218,218,2
Châtres,685,685,6
Chauconin-Neufmontiers,3315,3315,3
Chauffry,1037,1037,1
Chaumes-en-Brie,3268,3268,3
Chelles,55195,55195,5
Chenoise-Cucharmoy,1649,1649,1
Chenou,329,329,3
Chessy,5683,5683,5
Chevrainvilliers,246,246,2
Chevru,1118,1118,1
Chevry-Cossigny,3992,3992,3
Chevry-en-Sereine,533,533,5
Choisy-en-Brie,1367,1367,1
Citry,926,926,9
Claye-Souilly,12631,12631,1
Clos-Fontaine,266,266,2
Cocherel,639,639,6
Collégien,3426,3426,3
Combs-la-Ville,22556,22556,2
Compans,809,809,8
Conches-sur-Gondoire,1774,1774,1
Condé-Sainte-Libiaire,1434,1434,1
Congis-sur-Thérouanne,1961,1961,1
Coubert,1948,1948,1
Couilly-Pont-aux-Dames,2184,2184,2
Coulombs-en-Valois,580,580,5
Coulommes,436,436,4
Coulommiers,15076,15076,1
Coupvray,2892,2892,2
Courcelles-en-Bassée,209,209,2
Courchamp,153,153,1
Courpalay,1337,1337,1
Courquetaine,202,202,2
Courtacon,252,252,2
Courtomer,538,538,5
Courtry,6540,6540,6
Coutençon,305,305,3
Coutevroult,1120,1120,1
Crécy-la-Chapelle,4592,4592,4
Crégy-lès-Meaux,4795,4795,4
Crèvecœur-en-Brie,407,407,4
Crisenoy,672,672,6
Croissy-Beaubourg,2008,2008,2
La Croix-en-Brie,679,679,6
Crouy-sur-Ourcq,1938,1938,1
Cuisy,443,443,4
Dagny,298,298,2
Dammarie-les-Lys,21987,21987,2
Dammartin-en-Goële,10006,10006,1
Dammartin-sur-Tigeaux,1082,1082,1
Dampmart,3412,3412,3
Darvault,890,890,8
Dhuisy,306,306,3
Diant,199,199,1
Donnemarie-Dontilly,2880,2880,2
Dormelles,824,824,8
Doue,1027,1027,1
Douy-la-Ramée,330,330,3
Échouboulains,563,563,5
Les Écrennes,610,610,6
Égligny,337,337,3
Égreville,2189,2189,2
Émerainville,7752,7752,7
Esbly,6264,6264,6
Esmans,908,908,9
Étrépilly,899,899,8
Everly,605,605,6
Évry-Grégy-sur-Yerre,2896,2896,2
Faremoutiers,2848,2848,2
Favières,1123,1123,1
Faÿ-lès-Nemours,498,498,4
Féricy,599,599,5
Férolles-Attilly,1265,1265,1
Ferrières-en-Brie,3464,3464,3
La Ferté-Gaucher,4908,4908,4
La Ferté-sous-Jouarre,9703,9703,9
Flagy,665,665,6
Fleury-en-Bière,673,673,6
Fontaine-Fourches,605,605,6
Fontaine-le-Port,1019,1019,1
Fontainebleau,15323,15323,1
Fontains,252,252,2
Fontenailles,1079,1079,1
Fontenay-Trésigny,5629,5629,5
Forfry,218,218,2
Forges,485,485,4
Fouju,586,586,5
Fresnes-sur-Marne,934,934,9
Frétoy,172,172,1
Fromont,243,243,2
Fublaines,1378,1378,1
Garentreville,115,115,1
Gastins,693,693,6
La Genevraye,795,795,7
Germigny-l'Évêque,1325,1325,1
Germigny-sous-Coulombs,212,212,2
Gesvres-le-Chapitre,152,152,1
Giremoutiers,176,176,1
Gironville,160,160,1
Gouaix,1513,1513,1
Gouvernes,1194,1194,1
La Grande-Paroisse,2821,2821,2
Grandpuits-Bailly-Carrois,1037,1037,1
Gravon,168,168,1
Gressy,853,853,8
Gretz-Armainvilliers,8719,8719,8
Grez-sur-Loing,1451,1451,1
Grisy-Suisnes,2481,2481,2
Grisy-sur-Seine,110,110,1
Guérard,2512,2512,2
Guercheville,273,273,2
Guermantes,1171,1171,1
Guignes,4125,4125,4
Gurcy-le-Châtel,579,579,5
La Haute-Maison,309,309,3
Hautefeuille,257,257,2
Héricy,2710,2710,2
Hermé,659,659,6
Hondevilliers,258,258,2
La Houssaye-en-Brie,1646,1646,1
Ichy,168,168,1
Isles-les-Meldeuses,808,808,8
Isles-lès-Villenoy,1029,1029,1
Iverny,591,591,5
Jablines,693,693,6
Jaignes,313,313,3
Jaulnes,366,366,3
Jossigny,689,689,6
Jouarre,4379,4379,4
Jouy-le-Châtel,1547,1547,1
Jouy-sur-Morin,2123,2123,2
Juilly,1974,1974,1
Jutigny,558,558,5
Lagny-sur-Marne,21601,21601,2
Larchant,739,739,7
Laval-en-Brie,452,452,4
Léchelle,608,608,6
Lescherolles,474,474,4
Lesches,751,751,7
Lésigny,7334,7334,7
Leudon-en-Brie,171,171,1
Lieusaint,13366,13366,1
Limoges-Fourches,495,495,4
Lissy,231,231,2
Liverdy-en-Brie,1336,1336,1
Livry-sur-Seine,2111,2111,2
Lizines,186,186,1
Lizy-sur-Ourcq,3587,3587,3
Lognes,14063,14063,1
Longperrier,2379,2379,2
Longueville,1821,1821,1
Lorrez-le-Bocage-Préaux,1250,1250,1
Louan-Villegruis-Fontaine,486,486,4
Luisetaines,248,248,2
Lumigny-Nesles-Ormeaux,1542,1542,1
Luzancy,1158,1158,1
Machault,795,795,7
La Madeleine-sur-Loing,359,359,3
Magny-le-Hongre,8787,8787,8
Maincy,1780,1780,1
Maison-Rouge,887,887,8
Maisoncelles-en-Brie,911,911,9
Maisoncelles-en-Gâtinais,134,134,1
Marchémoret,568,568,5
Marcilly,475,475,4
Les Marêts,153,153,1
Mareuil-lès-Meaux,3157,3157,3
Marles-en-Brie,1700,1700,1
Marolles-en-Brie,404,404,4
Marolles-sur-Seine,1781,1781,1
Mary-sur-Marne,1171,1171,1
Mauperthuis,486,486,4
Mauregard,353,353,3
May-en-Multien,915,915,9
Meaux,55461,55461,5
Le Mée-sur-Seine,20955,20955,2
Meigneux,238,238,2
Meilleray,512,512,5
Melun,40348,40348,4
Melz-sur-Seine,355,355,3
Méry-sur-Marne,716,716,7
Le Mesnil-Amelot,1019,1019,1
Messy,1172,1172,1
Misy-sur-Yonne,989,989,9
Mitry-Mory,20010,20010,2
Moisenay,1394,1394,1
Moissy-Cramayel,17839,17839,1
Mondreville,341,341,3
Mons-en-Montois,462,462,4
Montceaux-lès-Meaux,606,606,6
Montceaux-lès-Provins,331,331,3
Montcourt-Fromonville,2017,2017,2
Montdauphin,249,249,2
Montenils,26,26,2
Montereau-Fault-Yonne,20400,20400,2
Montereau-sur-le-Jard,522,522,5
Montévrain,11669,11669,1
Montgé-en-Goële,778,778,7
Monthyon,1718,1718,1
Montigny-le-Guesdier,307,307,3
Montigny-Lencoup,1400,1400,1
Montigny-sur-Loing,2777,2777,2
Montmachoux,248,248,2
Montolivet,240,240,2
Montry,3661,3661,3
Moret-Loing-et-Orvanne,12552,12552,1
Mormant,4856,4856,4
Mortcerf,1460,1460,1
Mortery,152,152,1
Mouroux,5549,5549,5
Mousseaux-lès-Bray,707,707,7
Moussy-le-Neuf,3074,3074,3
Moussy-le-Vieux,1433,1433,1
Mouy-sur-Seine,361,361,3
Nandy,6107,6107,6
Nangis,8793,8793,8
Nanteau-sur-Essonne,443,443,4
Nanteau-sur-Lunain,699,699,6
Nanteuil-lès-Meaux,6232,6232,6
Nanteuil-sur-Marne,435,435,4
Nantouillet,278,278,2
Nemours,13215,13215,1
Neufmoutiers-en-Brie,1111,1111,1
Noisiel,15333,15333,1
Noisy-Rudignon,618,618,6
Noisy-sur-École,1889,1889,1
Nonville,630,630,6
Noyen-sur-Seine,381,381,3
Obsonville,113,113,1
Ocquerre,453,453,4
Oissery,2298,2298,2
Orly-sur-Morin,688,688,6
Les Ormes-sur-Voulzie,868,868,8
Ormesson,249,249,2
Othis,6757,6757,6
Ozoir-la-Ferrière,20500,20500,2
Ozouer-le-Voulgis,1925,1925,1
Paley,428,428,4
Pamfou,951,951,9
Paroy,168,168,1
Passy-sur-Seine,48,48,4
Pécy,870,870,8
Penchard,1096,1096,1
Perthes,2019,2019,2
Pézarches,396,396,3
Pierre-Levée,477,477,4
Le Pin,1477,1477,1
Le Plessis-aux-Bois,282,282,2
Le Plessis-Feu-Aussoux,597,597,5
Le Plessis-l'Évêque,301,301,3
Le Plessis-Placy,272,272,2
Poigny,536,536,5
Poincy,704,704,7
Poligny,810,810,8
Pommeuse,2949,2949,2
Pomponne,4071,4071,4
Pontault-Combault,37994,37994,3
Pontcarré,2267,2267,2
Précy-sur-Marne,806,806,8
Presles-en-Brie,2343,2343,2
Pringy,2943,2943,2
Provins,12125,12125,1
Puisieux,324,324,3
Quiers,673,673,6
Quincy-Voisins,5489,5489,5
Rampillon,831,831,8
Réau,1838,1838,1
Rebais,2313,2313,2
Recloses,659,659,6
Remauville,469,469,4
Reuil-en-Brie,839,839,8
La Rochette,3510,3510,3
Roissy-en-Brie,23100,23100,2
Rouilly,492,492,4
Rouvres,908,908,9
Rozay-en-Brie,2862,2862,2
Rubelles,2374,2374,2
Rumont,128,128,1
Rupéreux,101,101,1
Saâcy-sur-Marne,1849,1849,1
Sablonnières,729,729,7
Saint-Augustin,1767,1767,1
Saint-Barthélemy,334,334,3
Saint-Brice,798,798,7
Saint-Cyr-sur-Morin,1996,1996,1
Saint-Denis-lès-Rebais,994,994,9
Saint-Fargeau-Ponthierry,14334,14334,1
Saint-Fiacre,404,404,4
Saint-Germain-Laval,2863,2863,2
Saint-Germain-Laxis,761,761,7
Saint-Germain-sous-Doue,548,548,5
Saint-Germain-sur-École,371,371,3
Saint-Germain-sur-Morin,3713,3713,3
Saint-Hilliers,481,481,4
Saint-Jean-les-Deux-Jumeaux,1284,1284,1
Saint-Just-en-Brie,245,245,2
Saint-Léger,262,262,2
Saint-Loup-de-Naud,893,893,8
Saint-Mammès,3466,3466,3
Saint-Mard,3885,3885,3
Saint-Mars-Vieux-Maisons,285,285,2
Saint-Martin-des-Champs,661,661,6
Saint-Martin-du-Boschet,291,291,2
